State,Phase,Time Period,Time Period Start Date,Time Period End Date,Region,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,Region_Northeast,Region_South,Region_West
Kentucky,3.6,50,2022-10-05,2022-10-17,South,33.1,38.9,44.0,0,1,0
Kentucky,3.6,51,2022-11-02,2022-11-14,South,29.3,35.3,39.1,0,1,0
Kentucky,3.7,52,2022-12-09,2022-12-19,South,28.1,33.2,38.1,0,1,0
Kentucky,3.7,53,2023-01-04,2023-01-16,South,24.5,29.3,35.9,0,1,0
Kentucky,3.7,54,2023-02-01,2023-02-13,South,25.6,33.4,37.4,0,1,0
Kentucky,3.8,55,2023-03-01,2023-03-13,South,24.4,35.0,38.3,0,1,0
Kentucky,3.8,56,2023-03-29,2023-04-10,South,27.4,31.3,38.9,0,1,0
Kentucky,3.8,57,2023-04-26,2023-05-08,South,26.5,29.1,35.7,0,1,0
Kentucky,3.9,58,2023-06-07,2023-06-19,South,22.1,27.7,32.2,0,1,0
Kentucky,3.9,59,2023-06-28,2023-07-10,South,24.1,30.2,36.4,0,1,0
Kentucky,3.9,60,2023-07-26,2023-08-07,South,27.0,33.5,39.2,0,1,0
Kentucky,3.1,61,2023-08-23,2023-09-04,South,21.2,26.4,32.0,0,1,0
Kentucky,3.1,62,2023-09-20,2023-10-02,South,27.8,32.6,37.4,0,1,0
Louisiana,1.0,1,2020-04-23,2020-05-05,South,28.1,34.4,38.9,0,1,0
Louisiana,1.0,2,2020-05-07,2020-05-12,South,30.0,34.6,42.8,0,1,0
Louisiana,1.0,3,2020-05-14,2020-05-19,South,26.5,27.9,34.2,0,1,0
Louisiana,1.0,4,2020-05-21,2020-05-26,South,31.1,36.0,41.4,0,1,0
Louisiana,1.0,5,2020-05-28,2020-06-02,South,26.8,31.0,36.3,0,1,0
Louisiana,1.0,6,2020-06-04,2020-06-09,South,28.4,32.5,36.5,0,1,0
Louisiana,1.0,7,2020-06-11,2020-06-16,South,34.5,38.4,43.5,0,1,0
Louisiana,1.0,8,2020-06-18,2020-06-23,South,35.6,41.3,46.8,0,1,0
Louisiana,1.0,9,2020-06-25,2020-06-30,South,32.2,40.5,44.9,0,1,0
Louisiana,1.0,10,2020-07-02,2020-07-07,South,33.5,38.6,44.8,0,1,0
Louisiana,1.0,11,2020-07-09,2020-07-14,South,31.1,40.6,45.4,0,1,0
Louisiana,1.0,12,2020-07-16,2020-07-21,South,31.7,38.5,43.1,0,1,0
Louisiana,2.0,13,2020-08-19,2020-08-31,South,26.9,37.1,39.7,0,1,0
Louisiana,2.0,14,2020-09-02,2020-09-14,South,30.3,36.8,41.7,0,1,0
Louisiana,2.0,15,2020-09-16,2020-09-28,South,29.6,38.5,44.5,0,1,0
Louisiana,2.0,16,2020-09-30,2020-10-12,South,28.4,36.9,41.5,0,1,0
Louisiana,2.0,17,2020-10-14,2020-10-26,South,31.6,33.6,41.2,0,1,0
Louisiana,3.0,18,2020-10-28,2020-11-09,South,30.3,37.6,42.3,0,1,0
Louisiana,3.0,19,2020-11-11,2020-11-23,South,35.5,38.4,46.8,0,1,0
Louisiana,3.0,20,2020-11-25,2020-12-07,South,35.5,43.1,47.3,0,1,0
Louisiana,3.0,21,2020-12-09,2020-12-21,South,39.4,45.5,50.0,0,1,0
Louisiana,3.0,22,2021-01-06,2021-01-18,South,30.4,38.4,43.5,0,1,0
Louisiana,3.0,23,2021-01-20,2021-02-01,South,34.0,43.4,47.5,0,1,0
Louisiana,3.0,24,2021-02-03,2021-02-15,South,31.3,36.9,42.7,0,1,0
Louisiana,3.0,25,2021-02-17,2021-03-01,South,31.9,39.0,42.5,0,1,0
Louisiana,3.0,26,2021-03-03,2021-03-15,South,31.9,35.7,41.0,0,1,0
Louisiana,3.0,27,2021-03-17,2021-03-29,South,30.0,31.0,37.1,0,1,0
Louisiana,3.1,28,2021-04-14,2021-04-26,South,26.7,31.0,34.4,0,1,0
Louisiana,3.1,29,2021-04-28,2021-05-10,South,26.0,30.4,34.3,0,1,0
Louisiana,3.1,30,2021-05-12,2021-05-24,South,27.6,27.6,33.3,0,1,0
Louisiana,3.1,31,2021-05-26,2021-06-07,South,24.5,31.8,34.2,0,1,0
Louisiana,3.1,32,2021-06-09,2021-06-21,South,23.8,31.7,36.3,0,1,0
Louisiana,3.1,33,2021-06-23,2021-07-05,South,21.9,24.4,29.8,0,1,0
Louisiana,3.2,34,2021-07-21,2021-08-02,South,31.3,36.0,40.9,0,1,0
Louisiana,3.2,35,2021-08-04,2021-08-16,South,30.4,34.9,38.4,0,1,0
Louisiana,3.2,36,2021-08-18,2021-08-30,South,27.6,36.2,39.3,0,1,0
Louisiana,3.2,37,2021-09-01,2021-09-13,South,31.2,40.1,44.4,0,1,0
Louisiana,3.2,38,2021-09-15,2021-09-27,South,30.6,39.2,41.7,0,1,0
Louisiana,3.2,39,2021-09-29,2021-10-11,South,24.3,28.8,32.5,0,1,0
Louisiana,3.3,40,2021-12-01,2021-12-13,South,25.5,36.7,38.7,0,1,0
Louisiana,3.3,41,2021-12-29,2022-01-10,South,24.0,26.6,30.7,0,1,0
Louisiana,3.3,42,2022-01-26,2022-02-07,South,28.4,29.3,35.2,0,1,0
Louisiana,3.4,43,2022-03-02,2022-03-14,South,26.1,35.2,37.9,0,1,0
Louisiana,3.4,44,2022-03-30,2022-04-11,South,26.3,33.5,36.7,0,1,0
Louisiana,3.4,45,2022-04-27,2022-05-09,South,20.0,28.4,30.6,0,1,0
Louisiana,3.5,46,2022-06-01,2022-06-13,South,30.0,34.7,40.2,0,1,0
Louisiana,3.5,47,2022-06-29,2022-07-11,South,30.0,36.6,40.4,0,1,0
Louisiana,3.5,48,2022-07-27,2022-08-08,South,24.6,30.3,34.5,0,1,0
Louisiana,3.6,49,2022-09-14,2022-09-26,South,30.5,40.2,46.0,0,1,0
Louisiana,3.6,50,2022-10-05,2022-10-17,South,33.0,40.8,45.6,0,1,0
Louisiana,3.6,51,2022-11-02,2022-11-14,South,25.7,32.0,36.9,0,1,0
Louisiana,3.7,52,2022-12-09,2022-12-19,South,32.0,33.1,40.3,0,1,0
Louisiana,3.7,53,2023-01-04,2023-01-16,South,30.8,30.7,39.2,0,1,0
Louisiana,3.7,54,2023-02-01,2023-02-13,South,30.3,33.3,39.1,0,1,0
Louisiana,3.8,55,2023-03-01,2023-03-13,South,23.1,32.0,36.5,0,1,0
Louisiana,3.8,56,2023-03-29,2023-04-10,South,23.4,26.3,33.0,0,1,0
Louisiana,3.8,57,2023-04-26,2023-05-08,South,23.0,30.0,34.7,0,1,0
Louisiana,3.9,58,2023-06-07,2023-06-19,South,26.9,35.1,39.1,0,1,0
Louisiana,3.9,59,2023-06-28,2023-07-10,South,27.4,32.5,39.4,0,1,0
Louisiana,3.9,60,2023-07-26,2023-08-07,South,24.7,32.7,38.5,0,1,0
Louisiana,3.1,61,2023-08-23,2023-09-04,South,22.9,25.8,32.7,0,1,0
Louisiana,3.1,62,2023-09-20,2023-10-02,South,26.9,36.6,40.0,0,1,0
Maine,1.0,1,2020-04-23,2020-05-05,Northeast,19.5,29.5,34.3,1,0,0
Maine,1.0,2,2020-05-07,2020-05-12,Northeast,17.1,28.9,32.9,1,0,0
Maine,1.0,3,2020-05-14,2020-05-19,Northeast,25.6,30.6,34.2,1,0,0
Maine,1.0,4,2020-05-21,2020-05-26,Northeast,18.5,24.5,27.8,1,0,0
Maine,1.0,5,2020-05-28,2020-06-02,Northeast,18.5,25.2,29.3,1,0,0
Maine,1.0,6,2020-06-04,2020-06-09,Northeast,20.6,31.5,35.4,1,0,0
Maine,1.0,7,2020-06-11,2020-06-16,Northeast,23.7,32.2,37.9,1,0,0
Maine,1.0,8,2020-06-18,2020-06-23,Northeast,19.0,24.1,28.7,1,0,0
Maine,1.0,9,2020-06-25,2020-06-30,Northeast,23.8,32.0,35.6,1,0,0
Maine,1.0,10,2020-07-02,2020-07-07,Northeast,26.6,32.8,36.3,1,0,0
Maine,1.0,11,2020-07-09,2020-07-14,Northeast,22.4,26.9,33.0,1,0,0
Maine,1.0,12,2020-07-16,2020-07-21,Northeast,25.3,35.7,37.8,1,0,0
Maine,2.0,13,2020-08-19,2020-08-31,Northeast,23.8,34.9,39.3,1,0,0
Maine,2.0,14,2020-09-02,2020-09-14,Northeast,20.4,29.8,33.7,1,0,0
Maine,2.0,15,2020-09-16,2020-09-28,Northeast,17.5,31.5,33.5,1,0,0
Maine,2.0,16,2020-09-30,2020-10-12,Northeast,24.4,33.2,36.3,1,0,0
Maine,2.0,17,2020-10-14,2020-10-26,Northeast,22.8,32.5,35.9,1,0,0
Maine,3.0,18,2020-10-28,2020-11-09,Northeast,27.8,40.5,43.8,1,0,0
Maine,3.0,19,2020-11-11,2020-11-23,Northeast,25.8,35.0,40.9,1,0,0
Maine,3.0,20,2020-11-25,2020-12-07,Northeast,24.8,32.4,36.9,1,0,0
Maine,3.0,21,2020-12-09,2020-12-21,Northeast,23.7,33.8,37.7,1,0,0
Maine,3.0,22,2021-01-06,2021-01-18,Northeast,22.2,34.8,40.6,1,0,0
Maine,3.0,23,2021-01-20,2021-02-01,Northeast,24.2,34.2,37.5,1,0,0
Maine,3.0,24,2021-02-03,2021-02-15,Northeast,23.0,32.5,38.2,1,0,0
Maine,3.0,25,2021-02-17,2021-03-01,Northeast,25.9,33.4,36.8,1,0,0
Maine,3.0,26,2021-03-03,2021-03-15,Northeast,28.3,37.4,41.5,1,0,0
Maine,3.0,27,2021-03-17,2021-03-29,Northeast,23.8,29.4,34.8,1,0,0
Maine,3.1,28,2021-04-14,2021-04-26,Northeast,13.4,22.7,25.7,1,0,0
Maine,3.1,29,2021-04-28,2021-05-10,Northeast,18.9,23.3,27.3,1,0,0
Maine,3.1,30,2021-05-12,2021-05-24,Northeast,15.7,22.6,26.2,1,0,0
Maine,3.1,31,2021-05-26,2021-06-07,Northeast,18.3,23.2,28.0,1,0,0
Maine,3.1,32,2021-06-09,2021-06-21,Northeast,20.1,24.6,28.6,1,0,0
Maine,3.1,33,2021-06-23,2021-07-05,Northeast,15.1,19.1,23.7,1,0,0
Maine,3.2,34,2021-07-21,2021-08-02,Northeast,17.2,30.6,34.5,1,0,0
Maine,3.2,35,2021-08-04,2021-08-16,Northeast,19.0,22.9,26.3,1,0,0
Maine,3.2,36,2021-08-18,2021-08-30,Northeast,20.0,28.8,31.0,1,0,0
Maine,3.2,37,2021-09-01,2021-09-13,Northeast,15.5,22.9,25.9,1,0,0
Maine,3.2,38,2021-09-15,2021-09-27,Northeast,18.1,28.0,31.2,1,0,0
Maine,3.2,39,2021-09-29,2021-10-11,Northeast,18.1,24.4,28.6,1,0,0
Maine,3.3,40,2021-12-01,2021-12-13,Northeast,20.0,25.9,30.9,1,0,0
Maine,3.3,41,2021-12-29,2022-01-10,Northeast,20.7,28.9,32.4,1,0,0
Maine,3.3,42,2022-01-26,2022-02-07,Northeast,23.4,27.9,31.3,1,0,0
Maine,3.4,43,2022-03-02,2022-03-14,Northeast,19.4,24.4,28.7,1,0,0
Maine,3.4,44,2022-03-30,2022-04-11,Northeast,20.7,29.5,33.3,1,0,0
Maine,3.4,45,2022-04-27,2022-05-09,Northeast,19.5,27.2,30.5,1,0,0
Maine,3.5,46,2022-06-01,2022-06-13,Northeast,18.9,26.9,31.3,1,0,0
Maine,3.5,47,2022-06-29,2022-07-11,Northeast,26.5,32.0,36.5,1,0,0
Maine,3.5,48,2022-07-27,2022-08-08,Northeast,16.1,25.6,30.2,1,0,0
Maine,3.6,49,2022-09-14,2022-09-26,Northeast,20.3,30.9,35.1,1,0,0
Maine,3.6,50,2022-10-05,2022-10-17,Northeast,20.4,33.3,35.5,1,0,0
Maine,3.6,51,2022-11-02,2022-11-14,Northeast,20.2,25.7,30.5,1,0,0
Maine,3.7,52,2022-12-09,2022-12-19,Northeast,19.7,30.9,33.5,1,0,0
Maine,3.7,53,2023-01-04,2023-01-16,Northeast,17.4,23.3,27.5,1,0,0
Maine,3.7,54,2023-02-01,2023-02-13,Northeast,23.2,30.9,33.8,1,0,0
Maine,3.8,55,2023-03-01,2023-03-13,Northeast,16.6,27.8,30.4,1,0,0
Maine,3.8,56,2023-03-29,2023-04-10,Northeast,14.7,23.4,25.3,1,0,0
Maine,3.8,57,2023-04-26,2023-05-08,Northeast,16.6,26.4,28.9,1,0,0
Maine,3.9,58,2023-06-07,2023-06-19,Northeast,22.1,25.9,28.1,1,0,0
Maine,3.9,59,2023-06-28,2023-07-10,Northeast,24.2,27.0,32.7,1,0,0
Maine,3.9,60,2023-07-26,2023-08-07,Northeast,18.8,27.4,30.8,1,0,0
Maine,3.1,61,2023-08-23,2023-09-04,Northeast,20.8,27.1,31.1,1,0,0
Maine,3.1,62,2023-09-20,2023-10-02,Northeast,21.8,28.1,31.0,1,0,0
Maryland,1.0,1,2020-04-23,2020-05-05,South,20.9,27.7,32.9,0,1,0
Maryland,1.0,2,2020-05-07,2020-05-12,South,24.6,30.1,34.6,0,1,0
Maryland,1.0,3,2020-05-14,2020-05-19,South,20.8,28.3,32.7,0,1,0
Maryland,1.0,4,2020-05-21,2020-05-26,South,22.9,25.8,31.6,0,1,0
Maryland,1.0,5,2020-05-28,2020-06-02,South,21.9,26.1,30.8,0,1,0
Maryland,1.0,6,2020-06-04,2020-06-09,South,18.4,22.8,26.9,0,1,0
Maryland,1.0,7,2020-06-11,2020-06-16,South,27.9,34.6,38.3,0,1,0
Maryland,1.0,8,2020-06-18,2020-06-23,South,22.0,30.1,33.3,0,1,0
Maryland,1.0,9,2020-06-25,2020-06-30,South,22.1,29.5,33.6,0,1,0
Maryland,1.0,10,2020-07-02,2020-07-07,South,22.5,32.2,36.1,0,1,0
Maryland,1.0,11,2020-07-09,2020-07-14,South,22.2,29.9,33.6,0,1,0
Maryland,1.0,12,2020-07-16,2020-07-21,South,29.5,33.2,39.3,0,1,0
Maryland,2.0,13,2020-08-19,2020-08-31,South,21.3,30.9,34.1,0,1,0
Maryland,2.0,14,2020-09-02,2020-09-14,South,23.3,29.8,35.4,0,1,0
Maryland,2.0,15,2020-09-16,2020-09-28,South,20.3,30.6,35.3,0,1,0
Maryland,2.0,16,2020-09-30,2020-10-12,South,24.4,30.6,36.9,0,1,0
Maryland,2.0,17,2020-10-14,2020-10-26,South,23.8,33.0,37.1,0,1,0
Maryland,3.0,18,2020-10-28,2020-11-09,South,24.7,35.7,39.7,0,1,0
Maryland,3.0,19,2020-11-11,2020-11-23,South,26.7,36.1,40.3,0,1,0
Maryland,3.0,20,2020-11-25,2020-12-07,South,27.0,34.2,38.1,0,1,0
Maryland,3.0,21,2020-12-09,2020-12-21,South,28.0,34.7,39.7,0,1,0
Maryland,3.0,22,2021-01-06,2021-01-18,South,27.4,32.9,38.8,0,1,0
Maryland,3.0,23,2021-01-20,2021-02-01,South,27.1,34.7,39.1,0,1,0
Maryland,3.0,24,2021-02-03,2021-02-15,South,26.6,33.8,37.3,0,1,0
Maryland,3.0,25,2021-02-17,2021-03-01,South,25.0,32.3,36.8,0,1,0
Maryland,3.0,26,2021-03-03,2021-03-15,South,24.3,31.5,36.8,0,1,0
Maryland,3.0,27,2021-03-17,2021-03-29,South,22.4,26.2,31.1,0,1,0
Maryland,3.1,28,2021-04-14,2021-04-26,South,21.2,27.5,32.5,0,1,0
Maryland,3.1,29,2021-04-28,2021-05-10,South,18.4,22.6,27.7,0,1,0
Maryland,3.1,30,2021-05-12,2021-05-24,South,18.0,24.1,27.7,0,1,0
Maryland,3.1,31,2021-05-26,2021-06-07,South,16.5,22.5,26.6,0,1,0
Maryland,3.1,32,2021-06-09,2021-06-21,South,22.6,26.9,31.1,0,1,0
Maryland,3.1,33,2021-06-23,2021-07-05,South,21.3,25.4,30.4,0,1,0
Maryland,3.2,34,2021-07-21,2021-08-02,South,18.3,24.9,27.4,0,1,0
Maryland,3.2,35,2021-08-04,2021-08-16,South,20.2,25.1,28.0,0,1,0
Maryland,3.2,36,2021-08-18,2021-08-30,South,21.4,28.0,31.4,0,1,0
Maryland,3.2,37,2021-09-01,2021-09-13,South,22.6,29.1,32.8,0,1,0
Maryland,3.2,38,2021-09-15,2021-09-27,South,20.9,26.3,30.4,0,1,0
Maryland,3.2,39,2021-09-29,2021-10-11,South,20.7,23.5,28.4,0,1,0
Maryland,3.3,40,2021-12-01,2021-12-13,South,19.5,23.6,28.2,0,1,0
Maryland,3.3,41,2021-12-29,2022-01-10,South,18.5,24.9,27.8,0,1,0
Maryland,3.3,42,2022-01-26,2022-02-07,South,23.2,25.4,31.1,0,1,0
Maryland,3.4,43,2022-03-02,2022-03-14,South,18.3,25.0,28.9,0,1,0
Maryland,3.4,44,2022-03-30,2022-04-11,South,21.2,25.1,29.7,0,1,0
Maryland,3.4,45,2022-04-27,2022-05-09,South,17.4,24.9,28.0,0,1,0
Maryland,3.5,46,2022-06-01,2022-06-13,South,21.5,29.2,32.9,0,1,0
Maryland,3.5,47,2022-06-29,2022-07-11,South,21.4,26.9,31.7,0,1,0
Maryland,3.5,48,2022-07-27,2022-08-08,South,20.0,26.8,31.0,0,1,0
Maryland,3.6,49,2022-09-14,2022-09-26,South,20.9,29.3,32.4,0,1,0
Maryland,3.6,50,2022-10-05,2022-10-17,South,20.0,26.0,30.3,0,1,0
Maryland,3.6,51,2022-11-02,2022-11-14,South,17.5,26.1,30.1,0,1,0
Maryland,3.7,52,2022-12-09,2022-12-19,South,19.8,24.8,27.6,0,1,0
Maryland,3.7,53,2023-01-04,2023-01-16,South,17.9,24.5,29.1,0,1,0
Maryland,3.7,54,2023-02-01,2023-02-13,South,18.6,23.9,27.3,0,1,0
Maryland,3.8,55,2023-03-01,2023-03-13,South,18.4,27.6,31.0,0,1,0
Maryland,3.8,56,2023-03-29,2023-04-10,South,21.9,27.6,32.8,0,1,0
Maryland,3.8,57,2023-04-26,2023-05-08,South,16.6,23.9,27.4,0,1,0
Maryland,3.9,58,2023-06-07,2023-06-19,South,16.8,25.5,28.3,0,1,0
Maryland,3.9,59,2023-06-28,2023-07-10,South,19.2,23.5,29.4,0,1,0
Maryland,3.9,60,2023-07-26,2023-08-07,South,20.9,26.6,30.1,0,1,0
Maryland,3.1,61,2023-08-23,2023-09-04,South,14.5,21.4,24.9,0,1,0
Maryland,3.1,62,2023-09-20,2023-10-02,South,19.5,26.4,30.6,0,1,0
Massachusetts,1.0,1,2020-04-23,2020-05-05,Northeast,25.9,37.0,40.6,1,0,0
Massachusetts,1.0,2,2020-05-07,2020-05-12,Northeast,18.9,28.7,31.0,1,0,0
Massachusetts,1.0,3,2020-05-14,2020-05-19,Northeast,22.8,27.4,32.0,1,0,0
Massachusetts,1.0,4,2020-05-21,2020-05-26,Northeast,20.3,25.5,29.5,1,0,0
Massachusetts,1.0,5,2020-05-28,2020-06-02,Northeast,20.3,26.7,29.9,1,0,0
Massachusetts,1.0,6,2020-06-04,2020-06-09,Northeast,21.8,26.1,31.0,1,0,0
Massachusetts,1.0,7,2020-06-11,2020-06-16,Northeast,17.0,27.3,29.2,1,0,0
Massachusetts,1.0,8,2020-06-18,2020-06-23,Northeast,22.8,27.9,33.7,1,0,0
Massachusetts,1.0,9,2020-06-25,2020-06-30,Northeast,24.2,28.7,34.5,1,0,0
Massachusetts,1.0,10,2020-07-02,2020-07-07,Northeast,21.8,30.1,33.4,1,0,0
Massachusetts,1.0,11,2020-07-09,2020-07-14,Northeast,23.8,34.2,38.2,1,0,0
Massachusetts,1.0,12,2020-07-16,2020-07-21,Northeast,23.7,31.1,35.2,1,0,0
Massachusetts,2.0,13,2020-08-19,2020-08-31,Northeast,22.3,31.5,35.8,1,0,0
Massachusetts,2.0,14,2020-09-02,2020-09-14,Northeast,20.5,28.7,32.7,1,0,0
Massachusetts,2.0,15,2020-09-16,2020-09-28,Northeast,23.2,32.2,38.4,1,0,0
Massachusetts,2.0,16,2020-09-30,2020-10-12,Northeast,22.5,34.2,37.6,1,0,0
Massachusetts,2.0,17,2020-10-14,2020-10-26,Northeast,25.3,33.8,37.8,1,0,0
Massachusetts,3.0,18,2020-10-28,2020-11-09,Northeast,28.2,37.6,42.8,1,0,0
Massachusetts,3.0,19,2020-11-11,2020-11-23,Northeast,27.5,37.5,42.1,1,0,0
Massachusetts,3.0,20,2020-11-25,2020-12-07,Northeast,23.7,34.5,39.4,1,0,0
Massachusetts,3.0,21,2020-12-09,2020-12-21,Northeast,29.6,37.5,42.8,1,0,0
Massachusetts,3.0,22,2021-01-06,2021-01-18,Northeast,24.2,34.9,38.4,1,0,0
Massachusetts,3.0,23,2021-01-20,2021-02-01,Northeast,27.0,36.0,42.2,1,0,0
Massachusetts,3.0,24,2021-02-03,2021-02-15,Northeast,26.5,34.4,39.7,1,0,0
Massachusetts,3.0,25,2021-02-17,2021-03-01,Northeast,29.3,33.4,39.7,1,0,0
Massachusetts,3.0,26,2021-03-03,2021-03-15,Northeast,24.1,29.5,34.2,1,0,0
Massachusetts,3.0,27,2021-03-17,2021-03-29,Northeast,21.1,26.6,30.3,1,0,0
Massachusetts,3.1,28,2021-04-14,2021-04-26,Northeast,20.0,27.9,31.6,1,0,0
Massachusetts,3.1,29,2021-04-28,2021-05-10,Northeast,19.1,24.3,29.0,1,0,0
Massachusetts,3.1,30,2021-05-12,2021-05-24,Northeast,19.3,24.9,28.0,1,0,0
Massachusetts,3.1,31,2021-05-26,2021-06-07,Northeast,18.3,23.9,27.2,1,0,0
Massachusetts,3.1,32,2021-06-09,2021-06-21,Northeast,16.5,22.4,27.1,1,0,0
Massachusetts,3.1,33,2021-06-23,2021-07-05,Northeast,18.8,22.9,26.5,1,0,0
Massachusetts,3.2,34,2021-07-21,2021-08-02,Northeast,19.4,25.3,27.9,1,0,0
Massachusetts,3.2,35,2021-08-04,2021-08-16,Northeast,20.8,24.4,29.9,1,0,0
Massachusetts,3.2,36,2021-08-18,2021-08-30,Northeast,20.9,28.2,32.0,1,0,0
Massachusetts,3.2,37,2021-09-01,2021-09-13,Northeast,19.7,27.4,30.3,1,0,0
Massachusetts,3.2,38,2021-09-15,2021-09-27,Northeast,16.3,25.3,27.9,1,0,0
Massachusetts,3.2,39,2021-09-29,2021-10-11,Northeast,22.0,28.2,31.4,1,0,0
Massachusetts,3.3,40,2021-12-01,2021-12-13,Northeast,20.4,25.4,30.2,1,0,0
Massachusetts,3.3,41,2021-12-29,2022-01-10,Northeast,20.6,26.4,30.4,1,0,0
Massachusetts,3.3,42,2022-01-26,2022-02-07,Northeast,19.0,26.7,30.6,1,0,0
Massachusetts,3.4,43,2022-03-02,2022-03-14,Northeast,19.8,27.7,32.2,1,0,0
Massachusetts,3.4,44,2022-03-30,2022-04-11,Northeast,20.6,27.0,29.4,1,0,0
Massachusetts,3.4,45,2022-04-27,2022-05-09,Northeast,21.1,26.9,30.6,1,0,0
Massachusetts,3.5,46,2022-06-01,2022-06-13,Northeast,19.8,26.6,30.8,1,0,0
Massachusetts,3.5,47,2022-06-29,2022-07-11,Northeast,20.2,23.8,28.0,1,0,0
Massachusetts,3.5,48,2022-07-27,2022-08-08,Northeast,19.8,27.1,29.5,1,0,0
Massachusetts,3.6,49,2022-09-14,2022-09-26,Northeast,22.9,29.6,33.1,1,0,0
Massachusetts,3.6,50,2022-10-05,2022-10-17,Northeast,23.7,35.0,39.3,1,0,0
Massachusetts,3.6,51,2022-11-02,2022-11-14,Northeast,21.3,29.1,33.9,1,0,0
Massachusetts,3.7,52,2022-12-09,2022-12-19,Northeast,21.3,27.9,32.5,1,0,0
Massachusetts,3.7,53,2023-01-04,2023-01-16,Northeast,21.5,27.0,30.7,1,0,0
Massachusetts,3.7,54,2023-02-01,2023-02-13,Northeast,20.7,26.7,30.8,1,0,0
Massachusetts,3.8,55,2023-03-01,2023-03-13,Northeast,22.6,30.3,35.9,1,0,0
Massachusetts,3.8,56,2023-03-29,2023-04-10,Northeast,15.1,23.7,27.3,1,0,0
Massachusetts,3.8,57,2023-04-26,2023-05-08,Northeast,20.1,26.3,31.5,1,0,0
Massachusetts,3.9,58,2023-06-07,2023-06-19,Northeast,18.3,27.7,32.0,1,0,0
Massachusetts,3.9,59,2023-06-28,2023-07-10,Northeast,21.1,27.9,32.4,1,0,0
Massachusetts,3.9,60,2023-07-26,2023-08-07,Northeast,20.3,25.4,30.6,1,0,0
Massachusetts,3.1,61,2023-08-23,2023-09-04,Northeast,19.6,23.5,29.0,1,0,0
Massachusetts,3.1,62,2023-09-20,2023-10-02,Northeast,18.5,25.3,29.0,1,0,0
Michigan,1.0,1,2020-04-23,2020-05-05,Midwest,25.5,32.5,39.4,0,0,0
Michigan,1.0,2,2020-05-07,2020-05-12,Midwest,23.4,27.0,33.4,0,0,0
Michigan,1.0,3,2020-05-14,2020-05-19,Midwest,27.9,28.5,35.0,0,0,0
Michigan,1.0,4,2020-05-21,2020-05-26,Midwest,25.1,27.5,32.8,0,0,0
Michigan,1.0,5,2020-05-28,2020-06-02,Midwest,25.9,29.0,34.5,0,0,0
Michigan,1.0,6,2020-06-04,2020-06-09,Midwest,19.1,24.6,28.1,0,0,0
Michigan,1.0,7,2020-06-11,2020-06-16,Midwest,21.4,30.2,32.4,0,0,0
Michigan,1.0,8,2020-06-18,2020-06-23,Midwest,23.3,27.4,31.9,0,0,0
Michigan,1.0,9,2020-06-25,2020-06-30,Midwest,23.5,29.7,34.8,0,0,0
Michigan,1.0,10,2020-07-02,2020-07-07,Midwest,26.6,31.1,36.7,0,0,0
Michigan,1.0,11,2020-07-09,2020-07-14,Midwest,23.0,31.7,35.6,0,0,0
Michigan,1.0,12,2020-07-16,2020-07-21,Midwest,28.6,36.3,40.7,0,0,0
Michigan,2.0,13,2020-08-19,2020-08-31,Midwest,24.1,30.6,36.7,0,0,0
Michigan,2.0,14,2020-09-02,2020-09-14,Midwest,23.4,32.4,36.2,0,0,0
Michigan,2.0,15,2020-09-16,2020-09-28,Midwest,21.0,28.6,33.2,0,0,0
Michigan,2.0,16,2020-09-30,2020-10-12,Midwest,25.6,32.9,37.0,0,0,0
Michigan,2.0,17,2020-10-14,2020-10-26,Midwest,25.8,31.3,37.0,0,0,0
Michigan,3.0,18,2020-10-28,2020-11-09,Midwest,22.2,31.1,34.8,0,0,0
Michigan,3.0,19,2020-11-11,2020-11-23,Midwest,26.8,35.2,40.7,0,0,0
Michigan,3.0,20,2020-11-25,2020-12-07,Midwest,26.5,34.7,40.1,0,0,0
Michigan,3.0,21,2020-12-09,2020-12-21,Midwest,33.1,40.7,45.6,0,0,0
Michigan,3.0,22,2021-01-06,2021-01-18,Midwest,30.2,38.6,42.9,0,0,0
Michigan,3.0,23,2021-01-20,2021-02-01,Midwest,30.1,32.9,39.9,0,0,0
Michigan,3.0,24,2021-02-03,2021-02-15,Midwest,27.3,34.4,39.1,0,0,0
Michigan,3.0,25,2021-02-17,2021-03-01,Midwest,26.9,32.7,38.3,0,0,0
Michigan,3.0,26,2021-03-03,2021-03-15,Midwest,24.7,31.9,36.6,0,0,0
Michigan,3.0,27,2021-03-17,2021-03-29,Midwest,25.0,31.4,35.4,0,0,0
Michigan,3.1,28,2021-04-14,2021-04-26,Midwest,22.9,28.1,33.5,0,0,0
Michigan,3.1,29,2021-04-28,2021-05-10,Midwest,20.7,26.3,31.0,0,0,0
Michigan,3.1,30,2021-05-12,2021-05-24,Midwest,16.9,25.7,28.8,0,0,0
Michigan,3.1,31,2021-05-26,2021-06-07,Midwest,17.5,19.8,23.1,0,0,0
Michigan,3.1,32,2021-06-09,2021-06-21,Midwest,18.2,24.1,27.2,0,0,0
Michigan,3.1,33,2021-06-23,2021-07-05,Midwest,22.1,23.4,29.0,0,0,0
Michigan,3.2,34,2021-07-21,2021-08-02,Midwest,20.6,23.8,28.8,0,0,0
